transaction_id,amount,merchant_category,transaction_time,hour,day_of_week,user_country,merchant_country,device_id,ip_address,payment_method,card_present,is_fraud
42e428a2-c104-4b26-a868-119624463fd8,18.66,grocery,2025-03-26T18:06:00.856627,18,2,FR,US,a2de130d-5175-4d45-9bf6-0114c76ddceb,42.238.54.72,debit_card,False,False
10834e48-9d1c-441b-85f5-4cd9415c86c9,1.88,utility,2024-12-22T18:46:21.719016,18,6,US,US,40d96ca1-dbc2-48b2-ab57-c7aa9295ed31,8.118.224.210,credit_card,False,False
65c08293-37bb-4b85-9420-e76c20f98d81,9.54,pharmacy,2025-06-22T23:33:00.880594,23,6,CA,US,a69e2b45-05ea-47ec-9fe2-4fd051decf28,210.30.55.64,debit_card,False,False
fc04b09d-9e4f-4227-85cf-9d73aa80ccda,64.56,gas_station,2024-07-31T21:56:28.310585,21,2,US,US,647ab141-df61-4405-a135-4946441e888d,142.170.199.143,crypto,False,False
bcf7fc00-c3b3-4da3-a924-b059866ef071,0.36,gas_station,2025-02-17T07:42:32.405600,7,0,US,US,b02a7309-bca5-409b-bb16-4955552b7237,26.232.77.91,credit_card,False,False
92d36b98-662a-4717-aab5-e70bb90d6661,45.59,gas_station,2025-04-22T12:40:16.493496,12,1,US,US,40ee296e-a09c-4fa9-8c45-4e89546d2e3f,93.219.212.134,debit_card,False,False
b08ab93c-1625-4ea1-a572-be46edd30dc6,473.26,pharmacy,2024-09-15T00:41:46.042066,0,6,US,US,8c30aa01-1d95-44f1-b67e-6982cd38ac2c,94.219.7.194,credit_card,False,False
2ae4d6c8-5313-4755-8bf4-8a272cfcf131,26.1,online_gaming,2024-09-25T04:09:54.405026,4,2,US,RO,571a7c15-12b1-4af5-a18b-2590e69a6e0a,216.100.161.56,debit_card,False,True
c3c2598a-d921-47eb-9c76-ba24233f8cd3,48.71,utility,2025-03-23T22:26:48.661888,22,6,US,US,a51d4a47-79ad-4980-8725-9011ec8065d7,193.6.87.121,credit_card,True,False
d285dac1-e836-47af-ba39-79e83692f091,9.3,gas_station,2025-03-11T00:23:18.965533,0,1,FR,US,ed2caa13-6d08-4721-a61b-b95387da940b,20.12.212.16,credit_card,False,True
7a25b750-0786-4b4b-bf88-44197402bbce,11.08,grocery,2024-09-02T13:30:32.282852,13,0,US,RO,c551a8ce-a9fc-4622-a15c-86a7577fac03,71.5.231.136,credit_card,False,False
0fbe17fe-f0f1-4449-8b69-dfb19c983cab,10.74,utility,2025-07-21T15:25:28.448347,15,0,UK,US,c7e496df-63d8-4a86-a8cd-4beaf4281cb0,203.99.26.191,credit_card,False,False
4aab5e5e-211a-43b9-b3ca-993e460bc4fe,187.29,pharmacy,2025-02-06T20:31:53.204921,20,3,US,US,ca4f28f9-66d7-43fd-aab9-27ef436cb46c,71.212.52.103,debit_card,False,False
688f2b6f-685b-45b7-8401-97dba3e26bc4,13.43,gas_station,2024-08-04T12:40:10.439497,12,6,US,US,c50b2221-c502-4b3f-949c-8c5bb6e197c1,166.148.20.147,credit_card,False,False
cbe0d5d6-285b-4220-9a7c-6dd5037dda18,146.88,gas_station,2025-06-15T14:41:13.091352,14,6,US,CN,1343f61e-ccae-4fe2-b3a6-c0ed17d53937,135.221.226.174,debit_card,False,False
be2c331e-8075-4044-be30-022d42bfcd18,2693.32,cryptocurrency,2024-12-03T12:16:01.742211,12,1,US,RO,b438eba8-3d8e-4ac8-93d4-8595dfb78165,32.96.118.159,credit_card,False,True
d822be36-e8f5-450b-8779-7ae4b2da2271,21.37,cash_advance,2024-12-10T06:30:47.443987,6,1,US,US,922aa591-78dd-4774-88bf-b4f9457cdcb0,123.133.197.222,debit_card,False,False
f01e36b6-ce48-46d2-b963-4be8b20628ee,3.85,utility,2025-03-19T04:01:51.850080,4,2,CA,CN,a8548136-9357-4e54-869c-731f3b724533,17.236.237.11,credit_card,False,False
dbe72544-0cf0-48b3-9812-c1e279226e0d,6.46,pharmacy,2025-05-30T10:53:11.611462,10,4,FR,US,4fa20c13-fa87-4039-a546-7fa9cf47f20a,28.60.29.118,credit_card,False,True
b30fb3af-26f5-4de2-ae6a-7c8923c1b634,22.66,gas_station,2025-02-27T07:09:33.433192,7,3,US,RO,ea997a1e-d591-4ef8-8ea0-812ff4c5504b,184.206.25.97,debit_card,False,False
727d5d02-2dc4-4175-9e8b-1cbcaab6dc88,211.25,cryptocurrency,2025-07-29T15:57:38.760045,15,1,US,US,9b866564-4350-408c-9190-eba2e2a84aa5,216.32.246.14,credit_card,False,True
36a3aecd-73e5-4805-ba06-e1f29929aff9,60.72,adult_entertainment,2025-04-01T08:33:58.557754,8,1,US,US,6cc18d70-09ba-4ec7-bbb2-ffb8eedc0f05,35.105.166.157,credit_card,False,True
5931f1c8-f49f-4b9c-ba9e-d845df2312c0,57.18,pharmacy,2025-02-26T01:14:52.437621,1,2,US,US,d3bdaccb-b173-4e67-9a30-ed17fff32e28,143.56.235.45,debit_card,False,False
4e99cb68-5ce3-4e3b-8ccf-dbe96553e658,3.68,gas_station,2024-10-12T12:39:29.388579,12,5,US,CN,6909fb76-f448-4c65-aea6-5204dba046b5,166.228.164.31,debit_card,False,False
c3f23e76-9fa3-40c2-9934-1aadbb6a03dc,18.21,utility,2025-04-13T16:57:32.634042,16,6,UK,US,33982df5-9236-462a-ab1f-79745fdca0a8,2.168.178.58,credit_card,False,False
058f2962-c112-40a4-a7a7-656e1a1497f7,22.85,grocery,2025-06-12T05:46:43.441345,5,3,DE,US,9aa0dd48-9fc5-4b33-b27e-513434e18a18,146.162.113.10,credit_card,False,True
4ff5d356-ffbe-4196-94f3-e854237a58a2,51.36,utility,2024-12-31T16:52:40.801502,16,1,CA,US,22e0d861-baf3-4477-8cf7-883beb46060b,141.44.90.164,debit_card,False,True
1e3b0200-8121-4317-9511-79e21896c92c,5.16,online_gaming,2025-02-01T00:13:27.606802,0,5,US,US,1ac01dda-20ba-46d4-8983-588121958750,83.67.140.40,credit_card,True,False
319ae53a-ab83-481e-9633-87dd9a294358,433.97,grocery,2024-11-30T23:44:58.768225,23,5,CA,US,303570ec-257c-4366-aaef-343834c9f2ff,34.82.169.20,credit_card,False,True
5b6e7ca7-ed16-4de2-8185-902c44a5035d,32.5,pharmacy,2025-05-21T14:03:30.627972,14,2,CA,US,07771053-edfe-47bf-8021-369f4184b8f8,161.23.122.176,credit_card,False,False
a0dbb4b3-2120-4979-8ae0-1617d699b461,13.95,pharmacy,2025-02-01T18:24:32.057908,18,5,US,US,546d416d-f7cc-4856-bd29-e049b6be6730,1.207.227.230,paypal,False,False
9b355606-97e1-4244-81f9-40edddbe5ccd,56.64,adult_entertainment,2025-07-01T04:11:44.147048,4,1,FR,US,978f6d86-fade-438c-9527-6e644f2853a9,146.53.212.240,credit_card,False,True
1ab2ef54-3b0e-47d9-9ec1-f72df58f5c8f,0.83,pharmacy,2025-02-28T06:40:25.693269,6,4,US,US,7bd7a5f8-df15-4233-8d9b-5097409f3776,27.243.74.151,credit_card,False,False
2e99317e-15e5-4be3-8a17-e581acc2e3c0,296.59,pharmacy,2024-08-09T12:23:56.388646,12,4,US,US,52855ea1-d81f-4b8e-835f-46598f7eda10,109.161.75.115,debit_card,False,False
017b285c-309f-4315-bd7b-84caed5deff2,17.48,grocery,2025-03-29T18:53:08.844177,18,5,US,CN,40b04453-7fbd-419a-ba4c-2aa6af7c311d,45.165.226.204,crypto,True,False
566e258f-3fb6-4ab3-810d-25f0ccd99977,8.97,grocery,2024-08-26T00:42:44.043572,0,0,US,RU,bccff079-95fd-4aa8-8c88-83a9190d7eed,172.162.113.64,credit_card,True,False
a30f83cf-e977-47f9-be37-ad3364545c88,3.33,gas_station,2025-07-15T11:02:10.178617,11,1,CA,US,c0cfce83-e537-4c50-9056-3cb0ac21abf8,190.65.249.94,credit_card,False,False
3666371b-2ddd-4d06-89e1-a8b78f7cd096,6.9,gas_station,2025-01-09T18:23:07.088672,18,3,DE,US,6069b072-68e8-489d-af63-5f4330244ea3,182.172.79.212,credit_card,False,False
f9428fdf-4e6a-429a-aab9-38264e232d9d,6.82,pharmacy,2025-03-26T18:09:51.277529,18,2,DE,US,99b52d9c-188c-4fdc-89aa-d996a740b77d,122.58.249.155,debit_card,False,False
d11b214f-0ffe-492a-bc92-103f3886c6c1,171.82,pharmacy,2024-12-28T14:44:02.306665,14,5,UK,RO,f44070ec-889e-4f77-b6cc-c6cf777d467f,143.18.142.209,debit_card,True,False
22c67493-cd37-4fbc-9af0-a29e05f69740,122.18,gas_station,2025-03-02T12:30:57.312089,12,6,US,US,73ec438a-b94f-4cab-9666-e2c3d94ad629,205.77.245.88,credit_card,True,False
b42fe3d0-ffa9-4e5c-a00b-07cec3621812,2.62,pharmacy,2025-06-20T07:34:37.948258,7,4,FR,CN,94480755-92e1-4a1f-aa06-04ca6938046d,64.27.130.31,credit_card,True,False
25a705a2-9be1-404c-9fb7-59933374cc1f,18.85,online_gaming,2025-07-29T05:27:05.396032,5,1,US,US,eb3fe7b7-ca41-4c91-89a0-85258c77670f,78.220.213.91,credit_card,True,True
80547f5e-925f-4c39-980e-6cc21d414969,119.6,gas_station,2024-11-20T23:25:24.415580,23,2,US,US,0a4f1b96-bece-4048-acb6-c09b69c870aa,171.5.124.187,credit_card,False,False
ff8aa88a-c4ae-4e36-8837-01b5eddb1a46,300.17,grocery,2024-12-26T02:43:13.837260,2,3,FR,US,d7e2976c-e2bb-4dd5-b4b4-515852988f6b,143.154.83.30,credit_card,True,False
ca9ae168-ef8d-4080-8ebf-d93db9ab2521,1310.36,grocery,2025-06-05T19:31:00.809750,19,3,FR,US,5d9ce76a-b8de-4577-9975-bf3105f3a31d,185.15.253.228,debit_card,False,True
3ee145ea-e7da-4f5d-9b75-d73900a69712,29.41,utility,2025-07-11T09:50:06.394780,9,4,US,US,5e0d12a0-5592-4bb7-a718-225f6e4a465f,35.147.165.209,debit_card,False,False
c7291eec-e667-4831-8e98-1ac2575092b6,14.63,adult_entertainment,2025-07-27T00:29:47.293940,0,6,US,RU,324acf6f-67f5-4c04-a086-37f6a25fc336,88.192.92.81,credit_card,True,True
26a554e0-344d-4ce6-881b-c12ba23d07de,14.57,utility,2025-05-10T06:48:27.422127,6,5,US,US,bc65bf1b-1afa-4fa2-a4f7-f21693513a53,185.130.28.217,debit_card,False,False
9269bf9b-dba6-4e71-b878-98a1809f0e96,17.48,grocery,2024-12-07T02:32:00.388041,2,5,CA,US,bfef120e-123c-4280-aab5-6f5ae48ad658,170.100.13.118,paypal,True,True
dd7fcd54-1618-4c77-aef5-40c8e6371c8c,22.19,utility,2024-10-08T20:58:47.340850,20,1,US,US,1a29a1b8-092f-4898-a748-2ebbdf99cd2a,81.254.148.108,credit_card,False,False
112d1a50-b65b-4dad-8c87-f96db175dc97,38.48,pharmacy,2024-10-15T16:11:55.893823,16,1,DE,US,3047e440-05a4-4cc3-ae4c-abb1828e8805,109.166.201.198,paypal,False,False
e4888a27-3449-4460-a116-01683cf1a67b,59.02,cash_advance,2024-10-10T09:21:59.501415,9,3,US,US,c54ac9d5-3063-4129-9eec-5cc16a036365,63.134.3.226,paypal,False,False
baab0107-052d-45ec-992f-2a91932657de,1.83,gas_station,2025-01-18T12:07:37.579440,12,5,DE,US,c6ecf7d5-3b36-47a3-90da-31efc5e42aca,29.112.66.86,debit_card,True,False
1b2f7f4e-fe8c-4664-a7e8-49deb7677796,14.29,gas_station,2024-12-04T23:49:33.869603,23,2,US,US,7aedc923-d22e-4b5f-9698-d8d4549ac2d4,187.231.187.90,credit_card,False,False
54cae077-27c6-4f36-b438-4aea6c1cee7a,14.09,pharmacy,2025-06-10T05:09:27.120012,5,1,US,US,c250dbb9-f7e7-4c96-8aa8-d36dbbaecfd9,206.150.1.175,debit_card,True,False
949c4336-0245-4a19-a23f-e8811c39da8d,18.45,utility,2024-12-15T01:10:23.174616,1,6,UK,CN,b05e07ea-5e78-4e39-b40b-1b1e2b6d1af2,110.127.149.8,credit_card,True,False
714d1719-a31d-40ba-9684-8707d852721f,67.6,utility,2024-10-01T02:08:45.387628,2,1,US,US,3418d2b6-0640-436e-b90d-7f6693fc4218,51.163.55.196,credit_card,False,False
a17c0ba2-554b-491b-9451-5389fb4cd47d,58.96,gas_station,2025-04-30T04:34:48.728168,4,2,US,NG,0c9aebdc-42a2-43b3-a572-442d9a517077,77.32.212.28,debit_card,False,True
8615cdf8-e775-4c73-a7a3-7cc2ebf26af2,25.19,gas_station,2025-03-13T07:12:00.623963,7,3,US,US,34fa14af-e47a-4f6f-82a9-cc1f7934cf1e,72.19.59.97,credit_card,False,False
cd8efe4c-5dec-43e6-b120-c7def89acbd2,46.93,gas_station,2024-11-23T20:21:27.909752,20,5,US,US,967a871c-dc65-4d06-87e7-718215af10dd,112.151.104.233,credit_card,True,False
4af7b8b5-8133-4c17-99c9-b58085f29220,48.0,pharmacy,2025-03-12T15:46:24.393549,15,2,US,CN,f32d3c69-de37-487a-b017-467c4f775973,189.120.222.114,credit_card,False,False
3ebb8649-3861-4c86-a3de-8a8bceef38fa,3.73,grocery,2024-09-12T03:14:49.474409,3,3,FR,US,c3e5dde5-d4af-4ad9-ac37-f2d91d64bd0c,200.48.184.26,credit_card,False,False
d23e02a3-2753-48ba-aacf-ce8bc1cc82ba,1.81,gas_station,2025-05-21T17:18:18.288938,17,2,US,US,d6e1ac2d-1a88-436e-a55c-a71f3d9a84af,124.22.241.95,credit_card,False,False
eaf644c1-dda5-4a4d-aa13-a2ac971f74e2,78.63,gas_station,2024-10-14T11:43:40.366788,11,0,US,CN,20199979-d4ac-42ae-83eb-d24cddf2a45e,166.170.73.189,credit_card,False,False
f651dfb6-e202-439d-9b13-592c44dd29e4,4.43,grocery,2024-12-23T12:52:32.736211,12,0,US,CN,7601be18-2bcc-419e-aedd-76764b1b4b42,62.182.248.121,debit_card,False,False
6c9f9a2d-baf9-4a85-8005-2b6cc01fb2ef,2.64,utility,2025-05-19T21:08:46.978384,21,0,DE,US,2304415a-42ae-464b-8908-b48d87daa417,146.12.242.86,credit_card,True,False
baa30ad6-47d1-414a-8dd0-ab37eabcf874,10.42,adult_entertainment,2024-09-01T06:03:33.376069,6,6,US,US,45feab51-390e-410c-a8ea-18e5e7017dc3,118.21.131.50,credit_card,True,False
ec6fd453-cc54-4bba-866a-b31d104c133d,3.33,gas_station,2025-06-11T18:06:05.957652,18,2,US,US,d0dddfdc-1dbd-46a9-97a4-1566585ece8f,85.150.2.98,credit_card,False,False
b303692a-64b4-41c4-a94c-d51f2de24b19,71.38,utility,2025-05-28T06:57:59.850569,6,2,UK,CN,29f84c5e-c91a-4da6-8cda-4c12876f3668,15.141.71.142,credit_card,True,False
ed5315d2-6a2f-4ed1-9b7d-4ccf04103b9a,2.19,grocery,2024-10-29T06:32:12.060762,6,1,US,US,28aed53d-78b1-45f0-bb3e-aa96b9d7cd68,57.138.51.146,debit_card,False,False
dcd8b27f-9e23-4d3d-b1a8-0d95b3cfd873,123.83,grocery,2025-03-06T08:48:48.901514,8,3,US,US,98f636b4-b640-4aaa-972d-b3cc5b674a43,173.147.3.77,debit_card,True,False
745ba11d-c154-473b-987e-7f04b77d0af5,47.31,utility,2025-02-11T23:24:20.547726,23,1,CA,US,086c3950-e223-4ea2-ba17-8cac054a45a5,100.162.227.26,paypal,False,False
0f60b086-3121-4a26-8263-347d056b9f16,6.45,utility,2024-09-04T20:12:51.607773,20,2,US,US,f8e1d32a-4f9b-43eb-903b-50b76c957f2d,30.47.221.120,credit_card,False,False
89efb6ed-8e54-4fe2-8465-449ae6b79b3b,98.49,utility,2025-03-05T19:48:30.091486,19,2,US,US,54cd139a-5c31-4c72-abf6-341f60432c21,7.221.237.57,debit_card,True,False
569f9330-756c-4d5c-9b54-9001fa8dc8fa,45.45,gas_station,2024-10-18T15:38:43.266150,15,4,US,US,2077eac4-88ce-402b-a6d4-a74b1fda7cdf,164.19.154.208,credit_card,False,False
51cdc8b2-0e2d-4788-9c1a-7b291c91673f,114.77,pharmacy,2024-10-21T15:37:23.129791,15,0,US,US,296c9dbf-9adc-4e43-a88f-6ad38a9eafd0,140.165.72.179,credit_card,True,False
eb08fe20-5890-46e9-b40b-f376e7df00de,7.93,online_gaming,2025-03-25T17:14:59.607677,17,1,US,US,94a1176d-0209-49e3-aa9e-ef1342cd6bdb,63.185.156.4,paypal,False,False
3b474fbe-9441-45c0-942d-82a347d17704,1.29,grocery,2024-12-13T21:56:41.571927,21,4,US,US,33ce0da1-c7f5-4c45-b6f8-223c6d59d8a6,79.53.88.219,debit_card,False,False
0f9883e0-09e6-4619-954a-5d07cfed38d9,3.91,cash_advance,2025-04-19T16:47:08.967407,16,5,FR,RO,cebd6756-4de3-4f69-88d6-3af0231f8401,101.57.180.229,paypal,False,False
3b43653d-ab43-425a-9af1-c317428e150f,151.78,utility,2025-05-31T00:12:30.790099,0,5,US,US,5f0df549-c1ed-40f6-9c50-5d0a81e9581f,87.136.53.63,debit_card,False,False
